Heure de début,Heure de fin,Nombre de minutes actives,Calories (kcal),Distance (m),Points cardio,Minutes cardio,Basse latitude (°),Basse longitude (°),Haute latitude (°),Haute longitude (°),Vitesse moyenne (m/s),Vitesse maximale (m/s),Vitesse minimale (m/s),Nombre de pas,Poids moyen (kg),Poids maximal (kg),Poids minimal (kg)
00:00:00.000+01:00,00:15:00.000+01:00,,,,,,,,,,,,,,,,
00:15:00.000+01:00,00:30:00.000+01:00,,,,,,,,,,,,,6,,,
00:30:00.000+01:00,00:45:00.000+01:00,,,,,,,,,,,,,16,,,
00:45:00.000+01:00,01:00:00.000+01:00,,,,,,,,,,,,,,,,
01:00:00.000+01:00,01:15:00.000+01:00,,,,,,,,,,,,,,,,
01:15:00.000+01:00,01:30:00.000+01:00,,,,,,,,,,,,,,,,
01:30:00.000+01:00,01:45:00.000+01:00,,,,,,,,,,,,,,,,
01:45:00.000+01:00,02:00:00.000+01:00,,,,,,,,,,,,,,,,
02:00:00.000+01:00,02:15:00.000+01:00,,,,,,,,,,,,,,,,
02:15:00.000+01:00,02:30:00.000+01:00,,,,,,,,,,,,,,,,
02:30:00.000+01:00,02:45:00.000+01:00,,,,,,,,,,,,,,,,
02:45:00.000+01:00,03:00:00.000+01:00,,,,,,,,,,,,,,,,
03:00:00.000+01:00,03:15:00.000+01:00,,,,,,,,,,,,,,,,
03:15:00.000+01:00,03:30:00.000+01:00,,,,,,,,,,,,,,,,
03:30:00.000+01:00,03:45:00.000+01:00,,,,,,,,,,,,,,,,
03:45:00.000+01:00,04:00:00.000+01:00,,,,,,,,,,,,,,,,
04:00:00.000+01:00,04:15:00.000+01:00,,,,,,,,,,,,,,,,
04:15:00.000+01:00,04:30:00.000+01:00,,,,,,,,,,,,,,,,
04:30:00.000+01:00,04:45:00.000+01:00,,,,,,,,,,,,,,,,
04:45:00.000+01:00,05:00:00.000+01:00,,,,,,,,,,,,,,,,
05:00:00.000+01:00,05:15:00.000+01:00,,,,,,,,,,,,,,,,
05:15:00.000+01:00,05:30:00.000+01:00,,,,,,,,,,,,,,,,
05:30:00.000+01:00,05:45:00.000+01:00,,,,,,,,,,,,,,,,
05:45:00.000+01:00,06:00:00.000+01:00,,,,,,,,,,,,,,,,
06:00:00.000+01:00,06:15:00.000+01:00,,,,,,,,,,,,,,,,
06:15:00.000+01:00,06:30:00.000+01:00,,,,,,,,,,,,,,,,
06:30:00.000+01:00,06:45:00.000+01:00,,,,,,,,,,,,,,,,
06:45:00.000+01:00,07:00:00.000+01:00,,,,,,,,,,,,,,,,
07:00:00.000+01:00,07:15:00.000+01:00,,,,,,,,,,,,,,,,
07:15:00.000+01:00,07:30:00.000+01:00,,,,,,,,,,,,,,,,
07:30:00.000+01:00,07:45:00.000+01:00,,,,,,,,,,,,,,,,
07:45:00.000+01:00,08:00:00.000+01:00,,,,,,,,,,,,,,,,
08:00:00.000+01:00,08:15:00.000+01:00,,,,,,,,,,,,,,,,
08:15:00.000+01:00,08:30:00.000+01:00,,,,,,,,,,,,,,,,
08:30:00.000+01:00,08:45:00.000+01:00,,,,,,,,,,,,,,,,
08:45:00.000+01:00,09:00:00.000+01:00,,,,,,,,,,,,,,,,
09:00:00.000+01:00,09:15:00.000+01:00,,,,,,,,,,,,,,,,
09:15:00.000+01:00,09:30:00.000+01:00,,,,,,,,,,,,,,,,
09:30:00.000+01:00,09:45:00.000+01:00,,,,,,,,,,,,,,,,
09:45:00.000+01:00,10:00:00.000+01:00,,,,,,,,,,,,,,,,
10:00:00.000+01:00,10:15:00.000+01:00,,,,,,,,,,,,,,,,
10:15:00.000+01:00,10:30:00.000+01:00,,,,,,,,,,,,,,,,
10:30:00.000+01:00,10:45:00.000+01:00,,,,,,,,,,,,,,,,
10:45:00.000+01:00,11:00:00.000+01:00,,,,,,,,,,,,,,,,
11:00:00.000+01:00,11:15:00.000+01:00,,,,,,,,,,,,,,,,
11:15:00.000+01:00,11:30:00.000+01:00,,,,,,,,,,,,,,,,
11:30:00.000+01:00,11:45:00.000+01:00,,,,,,,,,,,,,,,,
11:45:00.000+01:00,12:00:00.000+01:00,,,,,,,,,,,,,,,,
12:00:00.000+01:00,12:15:00.000+01:00,,,,,,,,,,,,,,,,
12:15:00.000+01:00,12:30:00.000+01:00,,,,,,,,,,,,,,,,
12:30:00.000+01:00,12:45:00.000+01:00,,,,,,,,,,,,,,,,
12:45:00.000+01:00,13:00:00.000+01:00,,,,,,,,,,,,,,,,
13:00:00.000+01:00,13:15:00.000+01:00,,,,,,,,,,,,,,,,
13:15:00.000+01:00,13:30:00.000+01:00,,,,,,,,,,,,,,,,
13:30:00.000+01:00,13:45:00.000+01:00,,,,,,,,,,,,,,,,
13:45:00.000+01:00,14:00:00.000+01:00,,,,,,,,,,,,,,,,
14:00:00.000+01:00,14:15:00.000+01:00,,,,,,,,,,,,,,,,
14:15:00.000+01:00,14:30:00.000+01:00,,,,,,,,,,,,,,,,
14:30:00.000+01:00,14:45:00.000+01:00,,,,,,,,,,,,,,,,
14:45:00.000+01:00,15:00:00.000+01:00,,,,,,,,,,,,,,,,
15:00:00.000+01:00,15:15:00.000+01:00,,,,,,,,,,,,,,,,
15:15:00.000+01:00,15:30:00.000+01:00,,,,,,,,,,,,,,,,
15:30:00.000+01:00,15:45:00.000+01:00,,,,,,,,,,,,,,,,
15:45:00.000+01:00,16:00:00.000+01:00,,,,,,,,,,,,,,,,
16:00:00.000+01:00,16:15:00.000+01:00,,,,,,,,,,,,,,,,
16:15:00.000+01:00,16:30:00.000+01:00,,,,,,,,,,,,,,,,
16:30:00.000+01:00,16:45:00.000+01:00,8,,450.1441930960584,4.0,4,,,,,1.1653552385595585,1.427275740157902,0.32126866963456957,631,,,
16:45:00.000+01:00,17:00:00.000+01:00,,,,,,,,,,,,,22,,,
17:00:00.000+01:00,17:15:00.000+01:00,,,,,,,,,,,,,,,,
17:15:00.000+01:00,17:30:00.000+01:00,6,,259.9608452854765,2.0,2,,,,,1.0472048417570001,1.4882629099427103,0.32126867622592165,370,,,
17:30:00.000+01:00,17:45:00.000+01:00,5,,148.69380284229726,,,,,,,0.6165219793988148,1.3093903513072662,0.3212686814264381,232,,,
17:45:00.000+01:00,18:00:00.000+01:00,,,,,,,,,,,,,,,,
18:00:00.000+01:00,18:15:00.000+01:00,1,,24.416421508758873,,,,,,,0.32126869540527087,0.32126869540527087,0.32126869540527087,38,,,
18:15:00.000+01:00,18:30:00.000+01:00,,,23.773884100633637,,,,,,,0.35964986229546325,0.39803103149428115,0.32126869309664535,37,,,
18:30:00.000+01:00,18:45:00.000+01:00,,,23.77388410063364,,,,,,,0.3212686729429702,0.3212686729429702,0.3212686729429702,37,,,
18:45:00.000+01:00,19:00:00.000+01:00,,,15.420897795005605,,,,,,,0.25701496325009343,0.25701496325009343,0.25701496325009343,34,,,
19:00:00.000+01:00,19:15:00.000+01:00,,,17.991047427506537,,,,,,,0.29985079045844226,0.29985079045844226,0.29985079045844226,45,,,
19:15:00.000+01:00,19:30:00.000+01:00,,,,,,,,,,,,,,,,
19:30:00.000+01:00,19:45:00.000+01:00,,,,,,,,,,,,,,,,
19:45:00.000+01:00,20:00:00.000+01:00,,,,,,,,,,,,,15,,,
20:00:00.000+01:00,20:15:00.000+01:00,,,,,,,,,,,,,,,,
20:15:00.000+01:00,20:30:00.000+01:00,,,,,,,,,,,,,,,,
20:30:00.000+01:00,20:45:00.000+01:00,,,,,,,,,,,,,,,,
20:45:00.000+01:00,21:00:00.000+01:00,,,,,,,,,,,,,,,,
21:00:00.000+01:00,21:15:00.000+01:00,,,,,,,,,,,,,,,,
21:15:00.000+01:00,21:30:00.000+01:00,,,,,,,,,,,,,,,,
21:30:00.000+01:00,21:45:00.000+01:00,,,,,,,,,,,,,,,,
21:45:00.000+01:00,22:00:00.000+01:00,,,,,,,,,,,,,,,,
22:00:00.000+01:00,22:15:00.000+01:00,,,,,,,,,,,,,,,,
22:15:00.000+01:00,22:30:00.000+01:00,,,,,,,,,,,,,,,,
22:30:00.000+01:00,22:45:00.000+01:00,,,,,,,,,,,,,,,,
22:45:00.000+01:00,23:00:00.000+01:00,,,,,,,,,,,,,,,,
23:00:00.000+01:00,23:15:00.000+01:00,,,,,,,,,,,,,,,,
23:15:00.000+01:00,23:30:00.000+01:00,,,,,,,,,,,,,,,,
23:30:00.000+01:00,23:45:00.000+01:00,,,,,,,,,,,,,,,,
23:45:00.000+01:00,00:00:00.000+01:00,,,,,,,,,,,,,,,,
